Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Finish Line,1666666,12/23/2021,West,Washington,Seattle,Men's Athletic Footwear,144.56,413,59703.28,25767.94,43.16,Online
Finish Line,1666666,12/23/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,81.55,111,9052.05,3787.38,41.84,Outlet
West Gear,1555555,12/23/2021,Northeast,Massachusetts,Boston,Men's Apparel,47.43,441,20916.63,8705.5,41.62,In-Store
Finish Line,1666666,12/23/2021,South,Texas,Houston,Men's Athletic Footwear,115.35,198,22839.3,10588.3,46.36,Online
Finish Line,1666666,12/23/2021,Northeast,Pennsylvania,Pittsburgh,Men's Apparel,57.63,329,18960.27,8023.99,42.32,Online
Walmart,1222222,12/23/2021,Northeast,New Jersey,Jersey City,Men's Street Footwear,88.8,109,9679.2,3921.04,40.51,In-Store
Walmart,1222222,12/23/2021,Midwest,Indiana,Fort Wayne,Men's Street Footwear,94.92,423,40151.16,20015.35,49.85,Online
Kohl's,1444444,12/23/2021,Northeast,Pennsylvania,Pittsburgh,Women's Athletic Footwear,110.57,605,66894.85,25500.32,38.12,Outlet
Walmart,1222222,12/23/2021,West,Arizona,Phoenix,Women's Street Footwear,108.71,193,20981.03,8889.66,42.37,Online
Sports Direct,1333333,12/23/2021,West,Washington,Spokane,Men's Athletic Footwear,91.2,63,5745.6,2065.54,35.95,Online
West Gear,1555555,12/24/2020,Southeast,Georgia,Atlanta,Women's Apparel,52.72,110,5799.2,2016.38,34.77,Online
Foot Locker,1000000,12/24/2020,Midwest,Indiana,Fort Wayne,Men's Street Footwear,97.55,517,50433.35,16199.19,32.12,Online
Sports Direct,1333333,12/24/2020,West,Arizona,Phoenix,Women's Street Footwear,88.46,303,26803.38,13326.64,49.72,Online
Walmart,1222222,12/24/2020,West,California,Los Angeles,Men's Apparel,72.74,117,8510.58,2731.05,32.09,Online
Finish Line,1666666,12/24/2020,South,Oklahoma,Tulsa,Women's Apparel,56.7,234,13267.8,6433.56,48.49,Outlet
Kohl's,1444444,12/24/2020,West,Oregon,Portland,Women's Athletic Footwear,77.46,747,57862.62,19916.31,34.42,Online
Amazon,1111111,12/24/2020,Southeast,Florida,Miami,Men's Apparel,71.36,228,16270.08,4846.86,29.79,In-Store
Sports Direct,1333333,12/24/2020,Southeast,Tennessee,Memphis,Men's Street Footwear,123.84,701,86811.84,30705.35,35.37,In-Store
Foot Locker,1000000,12/24/2020,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,97.8,633,61907.4,17575.51,28.39,In-Store
Sports Direct,1333333,12/24/2020,South,Oklahoma,Tulsa,Women's Apparel,85.68,707,60575.76,24951.16,41.19,Online
West Gear,1555555,12/24/2020,West,Washington,Spokane,Men's Street Footwear,111.48,468,52172.64,24155.93,46.3,In-Store
West Gear,1555555,12/24/2020,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,124.29,105,13050.45,4284.46,32.83,Online
Sports Direct,1333333,12/24/2020,Northeast,New Jersey,Jersey City,Men's Apparel,84.67,227,19220.09,7338.23,38.18,In-Store
Amazon,1111111,12/24/2021,Southeast,Tennessee,Nashville,Women's Athletic Footwear,117.64,582,68466.48,24278.21,35.46,In-Store
Sports Direct,1333333,12/24/2021,Midwest,Illinois,Springfield,Women's Street Footwear,112.55,302,33990.1,14989.63,44.1,In-Store
West Gear,1555555,12/24/2021,West,Washington,Seattle,Men's Apparel,82.37,830,68367.1,19559.83,28.61,Online
Kohl's,1444444,12/24/2021,Northeast,Massachusetts,Worcester,Women's Athletic Footwear,113.24,404,45748.96,20829.5,45.53,In-Store
Sports Direct,1333333,12/24/2021,West,Nevada,Reno,Men's Street Footwear,95.05,234,22241.7,8838.85,39.74,In-Store
Sports Direct,1333333,12/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,48.41,500,24205.0,12000.84,49.58,Outlet
Sports Direct,1333333,12/24/2021,Midwest,Indiana,Fort Wayne,Men's Apparel,61.95,506,31346.7,12134.31,38.71,In-Store
Sports Direct,1333333,12/24/2021,South,Arkansas,Little Rock,Women's Street Footwear,117.66,53,6235.98,2309.18,37.03,In-Store
Walmart,1222222,12/24/2021,West,Nevada,Las Vegas,Women's Apparel,79.92,555,44355.6,14442.18,32.56,Online
Amazon,1111111,12/24/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,83.87,257,21554.59,8824.45,40.94,Online
Finish Line,1666666,12/24/2021,West,Nevada,Las Vegas,Men's Athletic Footwear,106.97,836,89426.92,33901.75,37.91,In-Store
West Gear,1555555,12/24/2021,Northeast,Connecticut,New Haven,Men's Apparel,42.16,60,2529.6,1141.61,45.13,In-Store
Finish Line,1666666,12/24/2021,South,Louisiana,Baton Rouge,Women's Athletic Footwear,75.46,96,7244.16,3350.42,46.25,Outlet
Amazon,1111111,12/25/2020,West,California,San Diego,Women's Athletic Footwear,75.32,419,31559.08,8997.49,28.51,Online
Walmart,1222222,12/25/2020,West,California,Los Angeles,Women's Street Footwear,100.85,273,27532.05,8069.64,29.31,Online
West Gear,1555555,12/25/2020,South,Mississippi,Jackson,Women's Apparel,73.73,486,35832.78,15651.76,43.68,Online
Kohl's,1444444,12/25/2020,Southeast,North Carolina,Raleigh,Women's Street Footwear,86.3,635,54800.5,18467.77,33.7,Online
Sports Direct,1333333,12/25/2020,South,Arkansas,Little Rock,Men's Apparel,49.22,346,17030.12,7501.77,44.05,Online
Sports Direct,1333333,12/25/2020,West,California,San Diego,Men's Street Footwear,120.8,663,80090.4,30290.19,37.82,Online
Foot Locker,1000000,12/25/2020,West,Oregon,Eugene,Men's Street Footwear,112.62,502,56535.24,17475.04,30.91,Outlet
Walmart,1222222,12/25/2020,Midwest,Michigan,Grand Rapids,Men's Apparel,64.25,310,19917.5,8972.83,45.05,Outlet
Walmart,1222222,12/25/2020,West,Oregon,Portland,Men's Athletic Footwear,89.94,366,32918.04,15244.34,46.31,In-Store
Kohl's,1444444,12/25/2020,Midwest,Wisconsin,Madison,Men's Athletic Footwear,93.68,717,67168.56,27095.8,40.34,In-Store
Foot Locker,1000000,12/25/2020,Northeast,Massachusetts,Boston,Women's Apparel,68.79,505,34738.95,16778.91,48.3,In-Store
West Gear,1555555,12/25/2020,West,Oregon,Portland,Men's Apparel,47.29,552,26104.08,10705.28,41.01,Online
Walmart,1222222,12/25/2021,Northeast,Massachusetts,Worcester,Women's Apparel,56.14,157,8813.98,2836.34,32.18,Outlet
Sports Direct,1333333,12/25/2021,West,Washington,Seattle,Men's Athletic Footwear,144.07,142,20457.94,9719.57,47.51,In-Store
Kohl's,1444444,12/25/2021,South,Texas,Houston,Men's Athletic Footwear,145.73,142,20693.66,6197.75,29.95,In-Store
Foot Locker,1000000,12/25/2021,West,Arizona,Tucson,Men's Street Footwear,88.88,515,45773.2,17613.53,38.48,Outlet
Foot Locker,1000000,12/25/2021,West,California,Los Angeles,Men's Street Footwear,111.38,467,52014.46,19281.76,37.07,Online
Foot Locker,1000000,12/25/2021,Midwest,Wisconsin,Madison,Women's Street Footwear,118.29,49,5796.21,2588.01,44.65,In-Store
Sports Direct,1333333,12/25/2021,Southeast,Virginia,Virginia Beach,Women's Athletic Footwear,90.96,322,29289.12,12178.42,41.58,Outlet
Amazon,1111111,12/25/2021,South,Mississippi,Biloxi,Women's Apparel,84.44,486,41037.84,18581.93,45.28,Outlet
Walmart,1222222,12/25/2021,Midwest,Illinois,Springfield,Men's Athletic Footwear,142.38,182,25913.16,9743.35,37.6,Online
Finish Line,1666666,12/25/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,77.93,730,56888.9,25844.63,45.43,In-Store
West Gear,1555555,12/25/2021,Southeast,North Carolina,Raleigh,Women's Apparel,46.76,384,17955.84,6300.7,35.09,Outlet
Kohl's,1444444,12/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,82.19,424,34848.56,12245.78,35.14,Outlet
Finish Line,1666666,12/25/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,106.5,700,74550.0,30185.29,40.49,Online
Sports Direct,1333333,12/25/2021,Southeast,Florida,Miami,Men's Street Footwear,84.56,196,16573.76,6090.86,36.75,Online
Walmart,1222222,12/25/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,104.89,464,48668.96,16318.7,33.53,Online
Amazon,1111111,12/26/2020,West,Arizona,Tucson,Men's Athletic Footwear,147.01,612,89970.12,25857.41,28.74,Outlet
Finish Line,1666666,12/26/2020,Midwest,Wisconsin,Madison,Men's Apparel,66.66,715,47661.9,16738.86,35.12,Online
Walmart,1222222,12/26/2020,South,Arkansas,Fayetteville,Men's Apparel,68.21,686,46792.06,22988.94,49.13,Online
Finish Line,1666666,12/26/2020,South,Oklahoma,Tulsa,Women's Street Footwear,80.55,642,51713.1,19666.49,38.03,In-Store
Kohl's,1444444,12/26/2020,Midwest,Michigan,Detroit,Men's Athletic Footwear,125.38,329,41250.02,16318.51,39.56,Online
Amazon,1111111,12/26/2020,Midwest,Ohio,Cleveland,Women's Apparel,60.35,393,23717.55,11284.81,47.58,Online
Foot Locker,1000000,12/26/2020,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,105.71,261,27590.31,8155.7,29.56,Online
Finish Line,1666666,12/26/2020,South,Arkansas,Little Rock,Men's Apparel,71.16,435,30954.6,13356.91,43.15,Outlet
Foot Locker,1000000,12/26/2020,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,112.2,322,36128.4,13457.83,37.25,Online
Finish Line,1666666,12/26/2020,Midwest,Indiana,Indianapolis,Men's Street Footwear,77.31,602,46540.62,13589.86,29.2,Online
Walmart,1222222,12/26/2020,West,Oregon,Portland,Women's Street Footwear,110.89,186,20625.54,8856.61,42.94,In-Store
Sports Direct,1333333,12/26/2020,West,Nevada,Reno,Men's Street Footwear,114.34,274,31329.16,12525.4,39.98,Outlet
Walmart,1222222,12/26/2020,West,Nevada,Reno,Men's Apparel,52.39,287,15035.93,6342.16,42.18,Online
Foot Locker,1000000,12/26/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,141.52,465,65806.8,29441.96,44.74,In-Store
Foot Locker,1000000,12/26/2020,South,Arkansas,Fayetteville,Women's Apparel,40.89,196,8014.44,3953.52,49.33,Online
Sports Direct,1333333,12/26/2021,West,Arizona,Phoenix,Men's Street Footwear,122.5,668,81830.0,37216.28,45.48,Online
Sports Direct,1333333,12/26/2021,West,California,Los Angeles,Men's Apparel,67.4,516,34778.4,13358.38,38.41,In-Store
Walmart,1222222,12/26/2021,West,California,Los Angeles,Men's Athletic Footwear,126.34,730,92228.2,38671.28,41.93,In-Store
Amazon,1111111,12/26/2021,South,Arkansas,Fayetteville,Women's Apparel,50.9,102,5191.8,1754.83,33.8,Online
West Gear,1555555,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,79.66,590,46999.4,22832.31,48.58,In-Store
Sports Direct,1333333,12/26/2021,Northeast,Massachusetts,Worcester,Women's Apparel,52.51,718,37702.18,11419.99,30.29,Online
Amazon,1111111,12/26/2021,West,Oregon,Eugene,Men's Apparel,75.61,317,23968.37,9256.58,38.62,Online
Walmart,1222222,12/26/2021,Midwest,Michigan,Grand Rapids,Women's Athletic Footwear,103.39,497,51384.83,22326.71,43.45,Online
Walmart,1222222,12/26/2021,South,Mississippi,Biloxi,Men's Street Footwear,87.06,487,42398.22,14292.44,33.71,In-Store
Amazon,1111111,12/26/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,97.52,742,72359.84,35644.46,49.26,Online
Finish Line,1666666,12/26/2021,West,Nevada,Reno,Men's Street Footwear,106.78,582,62145.96,19364.68,31.16,Online
Walmart,1222222,12/26/2021,West,Washington,Spokane,Men's Athletic Footwear,114.59,647,74139.73,22975.9,30.99,In-Store
Kohl's,1444444,12/26/2021,Midwest,Illinois,Springfield,Women's Street Footwear,107.6,228,24532.8,9727.26,39.65,Outlet
West Gear,1555555,12/26/2021,Southeast,Tennessee,Nashville,Men's Street Footwear,101.45,218,22116.1,7497.36,33.9,Online
Kohl's,1444444,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64.04,672,43034.88,19563.66,45.46,In-Store
West Gear,1555555,12/27/2020,Southeast,Georgia,Atlanta,Men's Street Footwear,99.68,248,24720.64,6993.47,28.29,In-Store
Foot Locker,1000000,12/27/2020,West,Arizona,Phoenix,Women's Athletic Footwear,107.43,501,53822.43,23493.49,43.65,Online
Kohl's,1444444,12/27/2020,West,Oregon,Portland,Women's Street Footwear,110.72,667,73850.24,31194.34,42.24,Outlet
West Gear,1555555,12/27/2020,West,Arizona,Tucson,Women's Street Footwear,103.94,644,66937.36,27973.12,41.79,Online
West Gear,1555555,12/27/2020,West,Oregon,Eugene,Men's Apparel,41.66,379,15789.14,5807.25,36.78,Online
Foot Locker,1000000,12/27/2020,South,Louisiana,Baton Rouge,Women's Street Footwear,91.53,724,66267.72,28017.99,42.28,In-Store
Sports Direct,1333333,12/27/2020,West,Nevada,Las Vegas,Men's Street Footwear,112.89,490,55316.1,21053.31,38.06,Online
Sports Direct,1333333,12/27/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,79.1,681,53867.1,22053.19,40.94,Outlet
Sports Direct,1333333,12/27/2020,Southeast,North Carolina,Charlotte,Women's Street Footwear,88.94,694,61724.36,29670.9,48.07,Outlet
Walmart,1222222,12/27/2021,West,Arizona,Tucson,Women's Apparel,86.37,734,63395.58,20178.81,31.83,Online
Sports Direct,1333333,12/27/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,133.32,253,33729.96,11063.43,32.8,Online
Amazon,1111111,12/27/2021,South,Arkansas,Fayetteville,Men's Athletic Footwear,149.83,608,91096.64,44737.56,49.11,In-Store
Sports Direct,1333333,12/27/2021,South,Arkansas,Little Rock,Men's Street Footwear,102.83,109,11208.47,4307.42,38.43,Online
Foot Locker,1000000,12/27/2021,Northeast,New Jersey,Newark,Men's Street Footwear,100.88,399,40251.12,13967.14,34.7,Outlet
Walmart,1222222,12/27/2021,West,Washington,Spokane,Men's Apparel,73.76,284,20947.84,7859.63,37.52,Outlet
Sports Direct,1333333,12/27/2021,West,Washington,Spokane,Women's Athletic Footwear,87.15,739,64403.85,26837.08,41.67,Online
Walmart,1222222,12/28/2020,West,Nevada,Las Vegas,Women's Street Footwear,78.38,797,62468.86,20595.98,32.97,Online
Walmart,1222222,12/28/2020,West,Oregon,Eugene,Women's Street Footwear,66.91,714,47773.74,19859.54,41.57,Outlet
Foot Locker,1000000,12/28/2020,Midwest,Wisconsin,Milwaukee,Men's Apparel,54.05,409,22106.45,9454.93,42.77,Online
Sports Direct,1333333,12/28/2020,Southeast,Florida,Orlando,Women's Street Footwear,103.22,166,17134.52,4801.09,28.02,Outlet
Amazon,1111111,12/28/2020,West,Arizona,Tucson,Women's Street Footwear,79.93,148,11829.64,4469.24,37.78,In-Store
Kohl's,1444444,12/28/2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,115.61,548,63354.28,23909.91,37.74,Online
West Gear,1555555,12/28/2020,South,Oklahoma,Tulsa,Men's Athletic Footwear,92.13,722,66517.86,21452.01,32.25,Outlet
Finish Line,1666666,12/28/2020,Midwest,Michigan,Grand Rapids,Women's Street Footwear,97.75,390,38122.5,16118.19,42.28,In-Store
West Gear,1555555,12/28/2020,Southeast,North Carolina,Raleigh,Men's Street Footwear,83.14,640,53209.6,24412.56,45.88,Outlet
Finish Line,1666666,12/28/2020,South,Louisiana,Baton Rouge,Men's Athletic Footwear,86.29,690,59540.1,25328.36,42.54,Outlet
West Gear,1555555,12/28/2020,South,Arkansas,Little Rock,Women's Street Footwear,79.61,418,33276.98,13393.98,40.25,In-Store
Amazon,1111111,12/28/2021,Midwest,Ohio,Cleveland,Women's Athletic Footwear,136.22,434,59119.48,28046.28,47.44,In-Store
Kohl's,1444444,12/28/2021,Southeast,Tennessee,Nashville,Women's Athletic Footwear,113.5,216,24516.0,7639.19,31.16,In-Store
Finish Line,1666666,12/28/2021,South,Louisiana,Baton Rouge,Women's Apparel,65.4,416,27206.4,10504.39,38.61,In-Store
Finish Line,1666666,12/28/2021,Northeast,New Jersey,Jersey City,Men's Apparel,47.0,200,9400.0,2679.0,28.5,Online
Sports Direct,1333333,12/28/2021,Southeast,Georgia,Savannah,Women's Athletic Footwear,103.02,144,14834.88,4677.44,31.53,Online
Walmart,1222222,12/28/2021,South,Louisiana,Baton Rouge,Women's Athletic Footwear,81.17,688,55844.96,20684.97,37.04,Outlet
West Gear,1555555,12/28/2021,West,Arizona,Tucson,Women's Athletic Footwear,112.36,819,92022.84,43158.71,46.9,In-Store
Walmart,1222222,12/28/2021,Southeast,Florida,Miami,Men's Athletic Footwear,114.1,372,42445.2,13353.26,31.46,In-Store
Foot Locker,1000000,12/28/2021,Northeast,Connecticut,New Haven,Women's Street Footwear,86.67,430,37268.1,13904.73,37.31,In-Store
West Gear,1555555,12/28/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,112.78,594,66991.32,33026.72,49.3,Online
Amazon,1111111,12/28/2021,Northeast,New York,New York City,Women's Street Footwear,94.49,394,37229.06,14567.73,39.13,In-Store
Kohl's,1444444,12/28/2021,West,Arizona,Phoenix,Women's Athletic Footwear,85.38,684,58399.92,19201.89,32.88,Online
Walmart,1222222,12/29/2020,Midwest,Indiana,Fort Wayne,Men's Street Footwear,91.46,509,46553.14,15194.94,32.64,Outlet
Sports Direct,1333333,12/29/2020,West,California,San Diego,Women's Street Footwear,91.65,533,48849.45,23003.21,47.09,In-Store
Kohl's,1444444,12/29/2020,Northeast,New Jersey,Jersey City,Men's Street Footwear,92.49,688,63633.12,23919.69,37.59,In-Store
Amazon,1111111,12/29/2020,Northeast,Massachusetts,Boston,Men's Athletic Footwear,136.72,709,96934.48,46063.26,47.52,Outlet
Amazon,1111111,12/29/2020,South,Louisiana,Baton Rouge,Men's Apparel,55.35,599,33154.65,10669.17,32.18,Online
West Gear,1555555,12/29/2020,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,123.5,353,43595.5,14434.47,33.11,In-Store
Finish Line,1666666,12/29/2020,Southeast,North Carolina,Raleigh,Women's Apparel,63.04,342,21559.68,8479.42,39.33,In-Store
West Gear,1555555,12/29/2020,Northeast,New Jersey,Jersey City,Women's Athletic Footwear,119.52,355,42429.6,15529.23,36.6,Outlet
Finish Line,1666666,12/29/2021,West,Oregon,Portland,Women's Apparel,58.91,452,26627.32,9316.9,34.99,In-Store
Amazon,1111111,12/29/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,109.63,363,39795.69,12997.27,32.66,In-Store
Walmart,1222222,12/29/2021,West,Arizona,Tucson,Women's Apparel,56.94,308,17537.52,8333.83,47.52,In-Store
Amazon,1111111,12/29/2021,South,Louisiana,New Orleans,Men's Apparel,47.6,62,2951.2,866.18,29.35,In-Store
Walmart,1222222,12/29/2021,West,Arizona,Phoenix,Women's Apparel,55.25,70,3867.5,1087.15,28.11,Online
Foot Locker,1000000,12/29/2021,Northeast,New Jersey,Newark,Men's Street Footwear,110.7,758,83910.6,26817.83,31.96,In-Store
Kohl's,1444444,12/29/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,148.2,744,110260.8,44104.32,40.0,Online
Kohl's,1444444,12/29/2021,West,Nevada,Reno,Men's Athletic Footwear,122.58,699,85683.42,26647.54,31.1,In-Store
Walmart,1222222,12/29/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,125.09,441,55164.69,19495.2,35.34,In-Store
Foot Locker,1000000,12/29/2021,West,Arizona,Phoenix,Men's Street Footwear,102.32,642,65689.44,29842.71,45.43,Online
Finish Line,1666666,12/29/2021,South,Mississippi,Biloxi,Women's Street Footwear,89.4,579,51762.6,25022.04,48.34,Outlet
Amazon,1111111,12/30/2020,Southeast,Virginia,Virginia Beach,Women's Athletic Footwear,99.7,635,63309.5,21841.78,34.5,Online
Sports Direct,1333333,12/30/2020,Northeast,Connecticut,New Haven,Men's Athletic Footwear,133.76,153,20465.28,6280.79,30.69,In-Store
Sports Direct,1333333,12/30/2020,Midwest,Illinois,Springfield,Women's Athletic Footwear,107.64,183,19698.12,5617.9,28.52,Online
Walmart,1222222,12/30/2020,Southeast,Georgia,Savannah,Men's Athletic Footwear,80.02,593,47451.86,23308.35,49.12,Online
Sports Direct,1333333,12/30/2020,Southeast,Florida,Miami,Women's Athletic Footwear,93.49,534,49923.66,18017.45,36.09,Online
Foot Locker,1000000,12/30/2020,Midwest,Indiana,Fort Wayne,Women's Street Footwear,82.56,114,9411.84,4235.33,45.0,Online
Foot Locker,1000000,12/30/2020,South,Louisiana,Baton Rouge,Men's Apparel,47.35,385,18229.75,5572.83,30.57,In-Store
Kohl's,1444444,12/30/2020,Midwest,Illinois,Springfield,Women's Athletic Footwear,121.64,74,9001.36,4190.13,46.55,In-Store
Foot Locker,1000000,12/30/2020,West,Arizona,Phoenix,Men's Street Footwear,103.93,578,60071.54,23518.01,39.15,Outlet
Foot Locker,1000000,12/30/2020,Northeast,Connecticut,New Haven,Men's Street Footwear,105.93,497,52647.21,25365.43,48.18,In-Store
Foot Locker,1000000,12/30/2020,Southeast,Tennessee,Nashville,Men's Athletic Footwear,132.05,371,48990.55,20213.5,41.26,Online
Foot Locker,1000000,12/30/2020,Southeast,Virginia,Virginia Beach,Women's Athletic Footwear,122.77,492,60402.84,28081.28,46.49,Online
West Gear,1555555,12/30/2020,Northeast,New Jersey,Jersey City,Women's Apparel,49.39,475,23460.25,6660.36,28.39,Online
Finish Line,1666666,12/30/2020,West,Arizona,Phoenix,Men's Street Footwear,123.54,808,99820.32,36753.84,36.82,Outlet
Kohl's,1444444,12/30/2020,West,California,San Diego,Women's Street Footwear,109.81,320,35139.2,12864.46,36.61,Outlet
Sports Direct,1333333,12/30/2021,Northeast,Connecticut,New Haven,Men's Athletic Footwear,86.94,736,63987.84,19529.09,30.52,Online
